subject_id,gender,ever_married,work_type,Residence_type
13275,Male,Yes,Private,Urban
13276,Female,Yes,Govt_job,Urban
13277,Female,No,Self-employed,Urban
13278,Female,No,children,Urban
13279,Female,Yes,Private,Urban
13280,Male,Yes,Self-employed,Urban
13281,Female,No,Private,Rural
13282,Female,Yes,Private,Urban
13283,Female,No,Private,Rural
13284,Male,No,Private,Rural
13285,Female,Yes,Private,Urban
13286,Female,Yes,Private,Rural
13287,Male,Yes,Govt_job,Rural
13288,Male,No,Govt_job,Urban
13289,Female,Yes,Private,Rural
13290,Male,No,children,Rural
13291,Female,No,Private,Rural
13292,Female,Yes,Self-employed,Urban
13293,Male,No,children,Urban
13294,Male,Yes,Private,Rural
13295,Female,No,Private,Urban
13296,Female,No,children,Urban
13297,Female,Yes,Private,Urban
13298,Male,Yes,Govt_job,Rural
13299,Female,Yes,Private,Urban
13300,Female,Yes,Private,Urban
13301,Female,Yes,Private,Rural
13302,Male,Yes,Private,Rural
13303,Male,Yes,Self-employed,Urban
13304,Female,Yes,Private,Rural
13305,Male,No,children,Urban
13306,Male,Yes,Private,Rural
13307,Male,Yes,Self-employed,Urban
13308,Female,Yes,Private,Rural
13309,Male,Yes,Self-employed,Urban
13310,Female,No,children,Rural
13311,Male,No,Govt_job,Rural
13312,Male,Yes,Private,Rural
13313,Female,Yes,Private,Urban
13314,Female,Yes,Private,Urban
13315,Male,Yes,Private,Rural
13316,Female,Yes,Govt_job,Urban
13317,Male,Yes,Private,Rural
13318,Female,Yes,Self-employed,Rural
13319,Male,Yes,Private,Urban
13320,Male,Yes,Govt_job,Urban
13321,Male,No,Private,Urban
13322,Female,No,children,Rural
13323,Male,No,Private,Urban
13324,Female,Yes,Private,Urban
13325,Male,Yes,Private,Rural
13326,Female,No,Private,Urban
13327,Female,Yes,Private,Rural
13328,Female,No,Govt_job,Urban
13329,Male,Yes,Private,Urban
13330,Female,Yes,Private,Rural
13331,Male,Yes,Govt_job,Rural
13332,Female,Yes,Self-employed,Urban
13333,Female,No,children,Rural
13334,Female,Yes,Self-employed,Rural
13335,Female,Yes,Private,Rural
13336,Female,Yes,Private,Urban
13337,Male,Yes,Private,Urban
13338,Female,Yes,Private,Rural
13339,Female,Yes,Private,Urban
13340,Female,Yes,Self-employed,Urban
13341,Female,Yes,Self-employed,Urban
13342,Female,Yes,Private,Rural
13343,Male,Yes,Govt_job,Rural
13344,Female,Yes,Private,Urban
13345,Female,Yes,Govt_job,Urban
13346,Male,Yes,Private,Rural
13347,Male,Yes,Self-employed,Rural
13348,Female,Yes,Self-employed,Rural
13349,Female,No,Private,Urban
13350,Female,No,Govt_job,Rural
13351,Male,No,Self-employed,Urban
13352,Female,Yes,Private,Rural
13353,Female,Yes,Private,Rural
13354,Male,No,Private,Rural
13355,Female,No,Private,Urban
13356,Female,No,children,Rural
13357,Male,Yes,Private,Urban
13358,Male,No,Private,Rural
13359,Female,Yes,Self-employed,Urban
13360,Male,Yes,Self-employed,Urban
13361,Male,Yes,Private,Rural
13362,Female,No,Private,Urban
13363,Male,Yes,Private,Rural
13364,Male,No,children,Urban
13365,Male,Yes,Private,Rural
13366,Female,Yes,Private,Rural
13367,Female,No,Private,Urban
13368,Male,No,Private,Urban
13369,Male,No,children,Urban
13370,Male,Yes,Self-employed,Rural
13371,Male,No,children,Rural
13372,Female,Yes,Private,Rural
13373,Female,Yes,Private,Urban
13374,Male,Yes,Govt_job,Rural
13375,Female,Yes,Private,Urban
13376,Female,No,Self-employed,Rural
13377,Female,Yes,Private,Urban
13378,Male,Yes,Govt_job,Urban
13379,Female,Yes,Private,Rural
13380,Female,No,Private,Rural
13381,Male,Yes,Private,Urban
13382,Female,Yes,Self-employed,Rural
13383,Female,Yes,Private,Rural
13384,Female,Yes,Govt_job,Urban
13385,Male,Yes,Private,Urban
13386,Female,Yes,Govt_job,Urban
13387,Male,Yes,Private,Urban
13388,Male,No,children,Urban
13389,Female,No,Private,Urban
13390,Female,Yes,Private,Urban
13391,Female,No,children,Urban
13392,Female,No,Private,Urban
13393,Female,Yes,Self-employed,Urban
13394,Female,Yes,Self-employed,Rural
13395,Male,No,children,Rural
13396,Female,No,Private,Urban
13397,Female,No,Private,Rural
13398,Female,Yes,Private,Urban
13399,Male,No,children,Rural
13400,Female,Yes,Self-employed,Rural
13401,Male,No,children,Rural
13402,Male,Yes,Govt_job,Urban
13403,Male,Yes,Govt_job,Urban
13404,Female,Yes,Private,Urban
13405,Male,No,children,Rural
13406,Male,No,children,Rural
13407,Female,Yes,Self-employed,Rural
13408,Male,Yes,Private,Rural
13409,Female,Yes,Private,Urban
13410,Female,Yes,Self-employed,Rural
13411,Female,Yes,Govt_job,Rural
13412,Female,Yes,Private,Rural
13413,Male,No,Private,Urban
13414,Female,Yes,Govt_job,Rural
13415,Male,No,children,Urban
13416,Male,No,Private,Rural
13417,Male,Yes,Govt_job,Rural
13418,Male,Yes,Self-employed,Urban
13419,Female,Yes,Private,Rural
13420,Female,No,children,Rural
13421,Male,Yes,Private,Rural
13422,Female,No,children,Rural
13423,Male,Yes,Private,Rural
13424,Male,Yes,Self-employed,Urban
13425,Female,Yes,Self-employed,Urban
13426,Male,Yes,Self-employed,Rural
13427,Female,No,children,Rural
13428,Female,No,children,Urban
13429,Female,Yes,Self-employed,Urban
13430,Female,Yes,Self-employed,Urban
13431,Female,Yes,Self-employed,Rural
13432,Female,Yes,Self-employed,Rural
13433,Female,Yes,Self-employed,Urban
13434,Female,No,children,Urban
13435,Male,No,Private,Rural
13436,Male,No,Private,Urban
13437,Female,No,children,Urban
13438,Female,Yes,Private,Urban
13439,Female,Yes,Private,Rural
13440,Female,No,Private,Rural
13441,Female,Yes,Private,Rural
13442,Female,Yes,Self-employed,Urban
13443,Male,Yes,Govt_job,Rural
13444,Female,No,Private,Urban
13445,Male,Yes,Private,Urban
13446,Female,Yes,Private,Rural
13447,Female,Yes,Private,Rural
13448,Female,No,Private,Urban
13449,Male,Yes,Private,Rural
13450,Male,Yes,Private,Rural
13451,Male,No,Private,Urban
13452,Female,No,children,Urban
13453,Female,No,children,Urban
13454,Female,No,children,Rural
13455,Female,No,Private,Urban
13456,Female,No,children,Urban
13457,Female,Yes,Private,Urban
13458,Female,No,children,Urban
13459,Male,Yes,Private,Rural
13460,Female,No,children,Urban
13461,Male,Yes,Private,Rural
13462,Male,Yes,Private,Rural
13463,Male,Yes,Self-employed,Rural
13464,Male,Yes,Private,Rural
13465,Female,Yes,Private,Urban
13466,Female,No,children,Rural
13467,Male,Yes,Private,Rural
13468,Male,Yes,Private,Urban
13469,Male,No,children,Rural
13470,Male,Yes,Private,Rural
13471,Female,Yes,Private,Urban
13472,Female,Yes,Private,Rural
13473,Male,Yes,Govt_job,Urban
13474,Female,Yes,Self-employed,Rural
13475,Female,Yes,Private,Rural
13476,Male,No,children,Rural
13477,Female,Yes,Private,Urban
13478,Female,Yes,Private,Rural
13479,Male,Yes,Govt_job,Rural
13480,Female,Yes,Govt_job,Urban
13481,Male,No,Private,Rural
13482,Female,No,Private,Urban
13483,Male,No,children,Urban
13484,Female,Yes,Private,Urban
13485,Female,No,Self-employed,Urban
13486,Female,No,Self-employed,Rural
13487,Female,Yes,Private,Rural
13488,Female,No,Private,Urban
13489,Female,Yes,Private,Urban
13490,Male,Yes,Self-employed,Rural
13491,Male,No,Govt_job,Rural
13492,Male,Yes,Private,Urban
13493,Male,Yes,Private,Urban
13494,Female,Yes,Private,Urban
13495,Male,No,children,Rural
13496,Female,Yes,Private,Urban
13497,Female,No,Private,Urban
13498,Female,Yes,Private,Rural
13499,Male,No,children,Urban
13500,Female,Yes,Private,Rural
13501,Male,Yes,Private,Urban
13502,Female,No,Private,Rural
13503,Female,No,Private,Urban
13504,Female,Yes,Govt_job,Urban
13505,Male,Yes,Private,Urban
13506,Male,Yes,Govt_job,Urban
13507,Female,Yes,Govt_job,Rural
13508,Male,Yes,Private,Rural
13509,Male,Yes,Self-employed,Rural
13510,Female,Yes,Govt_job,Rural
13511,Female,No,children,Urban
13512,Female,Yes,Private,Urban
13513,Male,No,Private,Urban
13514,Female,No,Private,Rural
13515,Female,No,Private,Urban
13516,Female,Yes,Govt_job,Urban
13517,Male,Yes,Private,Urban
13518,Female,No,Private,Urban
13519,Female,Yes,Self-employed,Rural
13520,Male,Yes,Self-employed,Rural
13521,Female,Yes,Private,Rural
13522,Female,No,children,Rural
13523,Female,No,children,Rural
13524,Female,No,Private,Urban
13525,Female,Yes,Private,Urban
13526,Female,No,children,Urban
13527,Female,Yes,Private,Rural
13528,Female,Yes,Govt_job,Urban
13529,Female,Yes,Private,Urban
13530,Female,No,Private,Urban
13531,Male,Yes,Private,Rural
13532,Male,Yes,Private,Rural
13533,Male,No,children,Urban
13534,Female,Yes,Private,Rural
13535,Male,No,children,Urban
13536,Female,Yes,Private,Rural
13537,Female,No,Private,Urban
13538,Female,Yes,Private,Urban
13539,Female,Yes,Private,Rural
13540,Male,Yes,Govt_job,Urban
13541,Female,Yes,Govt_job,Urban
13542,Female,No,Private,Rural
13543,Male,No,children,Rural
13544,Female,No,children,Urban
13545,Female,Yes,Private,Urban
13546,Female,Yes,Govt_job,Rural
13547,Female,No,Govt_job,Urban
13548,Male,Yes,Govt_job,Rural
13549,Female,Yes,Private,Rural
13550,Female,Yes,Govt_job,Urban
13551,Male,Yes,Govt_job,Rural
13552,Female,No,Private,Rural
13553,Male,No,Private,Urban
13554,Female,No,children,Urban
13555,Female,Yes,Private,Urban
13556,Male,Yes,Private,Urban
13557,Female,Yes,Private,Urban
13558,Male,No,Private,Urban
13559,Female,Yes,Self-employed,Rural
13560,Female,Yes,Govt_job,Rural
13561,Female,Yes,Private,Urban
13562,Male,Yes,Govt_job,Rural
13563,Male,No,children,Urban
13564,Female,Yes,Private,Urban
13565,Female,No,Self-employed,Rural
13566,Female,No,Private,Rural
13567,Female,Yes,Private,Rural
13568,Male,Yes,Private,Rural
13569,Male,No,Private,Rural
13570,Male,No,children,Urban
13571,Female,No,Private,Rural
13572,Male,Yes,Self-employed,Urban
13573,Male,No,Self-employed,Urban
13574,Female,No,Private,Urban
13575,Female,Yes,Private,Rural
13576,Female,Yes,Private,Urban
13577,Female,Yes,Private,Urban
13578,Female,No,children,Rural
13579,Female,Yes,Govt_job,Urban
13580,Male,No,children,Urban
13581,Male,Yes,Private,Rural
13582,Female,Yes,Private,Urban
13583,Female,No,children,Urban
13584,Male,Yes,Self-employed,Urban
13585,Male,No,children,Urban
13586,Female,No,Private,Rural
13587,Female,Yes,Self-employed,Rural
13588,Female,No,Govt_job,Urban
13589,Male,Yes,Govt_job,Rural
13590,Male,Yes,Self-employed,Urban
13591,Male,No,Private,Urban
13592,Female,No,Private,Rural
13593,Male,No,children,Urban
13594,Female,Yes,Govt_job,Rural
13595,Male,Yes,Private,Rural
13596,Female,Yes,Private,Rural
13597,Male,Yes,Private,Urban
13598,Male,No,children,Urban
13599,Female,Yes,Govt_job,Urban
13600,Female,Yes,Private,Rural
13601,Female,No,children,Rural
13602,Female,Yes,Private,Urban
13603,Male,No,children,Rural
13604,Female,Yes,Private,Rural
13605,Male,No,Private,Urban
13606,Male,No,Private,Urban
13607,Male,Yes,Private,Rural
13608,Female,No,children,Urban
13609,Male,No,Private,Urban
13610,Female,Yes,Private,Urban
13611,Female,Yes,Govt_job,Rural
13612,Female,No,Private,Rural
13613,Female,Yes,Self-employed,Urban
13614,Male,Yes,Govt_job,Rural
13615,Female,No,children,Urban
13616,Male,Yes,Govt_job,Urban
13617,Female,Yes,Private,Rural
13618,Female,Yes,Private,Urban
13619,Male,No,Private,Urban
13620,Male,No,children,Rural
13621,Female,No,Private,Urban
13622,Male,Yes,Self-employed,Rural
13623,Male,Yes,Self-employed,Urban
13624,Male,Yes,Govt_job,Urban
13625,Female,Yes,Private,Rural
13626,Female,No,children,Urban
13627,Female,Yes,Private,Rural
13628,Female,No,Private,Urban
13629,Male,No,children,Rural
13630,Male,Yes,Private,Rural
13631,Female,Yes,Self-employed,Urban
13632,Female,Yes,Private,Urban
13633,Male,No,Private,Urban
13634,Female,Yes,Private,Urban
13635,Male,Yes,Private,Urban
13636,Female,Yes,Govt_job,Rural
13637,Male,Yes,Private,Urban
13638,Male,Yes,Govt_job,Urban
13639,Female,Yes,Private,Rural
13640,Female,No,children,Rural
13641,Male,Yes,Govt_job,Urban
13642,Female,Yes,Private,Urban
13643,Male,Yes,Govt_job,Rural
13644,Female,Yes,Private,Rural
13645,Male,Yes,Private,Urban
13646,Female,Yes,Private,Urban
13647,Male,No,Private,Urban
13648,Male,Yes,Self-employed,Rural
13649,Female,Yes,Private,Rural
13650,Female,Yes,Private,Rural
13651,Female,No,children,Rural
13652,Female,Yes,Private,Urban
13653,Male,Yes,Private,Rural
13654,Male,No,Private,Rural
13655,Female,Yes,Private,Rural
13656,Male,Yes,Private,Rural
13657,Female,Yes,Private,Urban
13658,Male,No,children,Rural
13659,Male,No,Private,Rural
13660,Female,Yes,Govt_job,Rural
13661,Female,No,Private,Rural
13662,Female,Yes,Govt_job,Urban
13663,Female,Yes,Private,Rural
13664,Female,Yes,Self-employed,Rural
13665,Female,Yes,Private,Urban
13666,Female,No,children,Urban
13667,Female,No,children,Rural
13668,Male,Yes,Private,Urban
13669,Female,Yes,Private,Rural
13670,Male,Yes,Private,Rural
13671,Male,No,Private,Urban
13672,Female,No,children,Rural
13673,Male,Yes,Self-employed,Urban
13674,Male,Yes,Self-employed,Rural
13675,Female,Yes,Private,Rural
13676,Male,No,Private,Rural
13677,Female,No,Private,Urban
13678,Female,Yes,Self-employed,Urban
13679,Female,Yes,Govt_job,Rural
13680,Female,No,Private,Rural
13681,Male,No,Private,Urban
13682,Female,Yes,Self-employed,Urban
13683,Male,No,Private,Rural
13684,Female,No,Private,Urban
13685,Female,Yes,Private,Urban
13686,Male,Yes,Private,Urban
13687,Female,Yes,Self-employed,Urban
13688,Male,Yes,Private,Rural
13689,Female,No,Private,Rural
13690,Female,Yes,Private,Urban
13691,Male,No,Private,Urban
13692,Female,Yes,Private,Rural
13693,Male,No,Govt_job,Urban
13694,Male,No,children,Urban
13695,Female,No,Private,Rural
13696,Male,Yes,Self-employed,Rural
13697,Male,Yes,Private,Rural
13698,Female,Yes,Self-employed,Urban
13699,Male,Yes,Private,Rural
13700,Female,Yes,Private,Rural
13701,Male,No,Private,Urban
13702,Male,Yes,Private,Rural
13703,Male,Yes,Govt_job,Rural
13704,Female,Yes,Private,Rural
13705,Female,Yes,Private,Urban
13706,Female,Yes,Self-employed,Rural
13707,Female,Yes,Self-employed,Urban
13708,Male,No,children,Rural
13709,Female,Yes,Govt_job,Urban
13710,Male,Yes,Self-employed,Rural
13711,Male,Yes,Private,Urban
13712,Female,No,Private,Rural
13713,Female,Yes,Private,Urban
13714,Male,Yes,Private,Rural
13715,Female,Yes,Private,Urban
13716,Female,Yes,Private,Urban
13717,Male,Yes,Private,Rural
13718,Male,Yes,Private,Rural
13719,Male,Yes,Private,Rural
13720,Female,Yes,Private,Urban
13721,Female,Yes,Private,Rural
13722,Female,Yes,Private,Urban
13723,Male,No,children,Rural
13724,Female,No,Private,Rural
13725,Female,No,Private,Rural
13726,Female,Yes,Govt_job,Urban
13727,Male,Yes,Govt_job,Rural
13728,Female,No,children,Urban
13729,Male,No,children,Rural
13730,Male,Yes,Private,Rural
13731,Female,No,Govt_job,Urban
13732,Female,Yes,Self-employed,Urban
13733,Male,Yes,Private,Rural
13734,Male,Yes,Private,Urban
13735,Male,Yes,Private,Rural
13736,Male,Yes,Govt_job,Urban
13737,Female,Yes,Govt_job,Urban
13738,Female,No,Govt_job,Rural
13739,Female,Yes,Private,Rural
13740,Male,No,children,Rural
13741,Male,No,children,Urban
13742,Male,No,children,Rural
13743,Female,Yes,Self-employed,Urban
13744,Female,Yes,Private,Urban
13745,Female,Yes,Self-employed,Rural
13746,Male,No,children,Rural
13747,Female,Yes,Govt_job,Urban
13748,Female,Yes,Govt_job,Rural
13749,Female,Yes,Private,Rural
13750,Male,Yes,Govt_job,Urban
13751,Male,No,children,Rural
13752,Female,Yes,Private,Rural
13753,Female,Yes,Private,Urban
13754,Male,Yes,Self-employed,Rural
13755,Female,Yes,Private,Rural
13756,Female,No,Private,Rural
13757,Female,Yes,Self-employed,Urban
13758,Female,Yes,Private,Urban
13759,Male,Yes,Private,Urban
13760,Male,No,children,Rural
13761,Female,No,children,Urban
13762,Male,No,children,Rural
13763,Male,No,Private,Rural
13764,Female,No,children,Rural
13765,Female,Yes,Self-employed,Urban
13766,Male,Yes,Govt_job,Urban
13767,Female,Yes,Private,Urban
13768,Male,Yes,Private,Urban
13769,Female,Yes,Private,Rural
13770,Female,No,Private,Rural
13771,Male,Yes,Govt_job,Urban
13772,Female,Yes,Self-employed,Urban
13773,Female,No,children,Rural
13774,Female,No,Private,Rural
13775,Male,Yes,Private,Rural
13776,Male,No,children,Urban
13777,Female,Yes,Private,Rural
13778,Male,No,Private,Urban
13779,Male,Yes,Private,Urban
13780,Female,Yes,Self-employed,Rural
13781,Male,Yes,Govt_job,Urban
13782,Female,Yes,Private,Urban
13783,Female,No,Private,Urban
13784,Female,No,Private,Rural
13785,Male,No,children,Urban
13786,Male,No,Self-employed,Urban
13787,Female,Yes,Private,Urban
13788,Male,Yes,Self-employed,Urban
13789,Female,Yes,Private,Rural
13790,Female,Yes,Self-employed,Rural
13791,Female,Yes,Govt_job,Rural
13792,Female,No,children,Rural
13793,Female,Yes,Private,Urban
13794,Male,Yes,Govt_job,Urban
13795,Male,No,Self-employed,Rural
13796,Female,No,children,Urban
13797,Female,Yes,Private,Rural
13798,Male,Yes,Private,Rural
13799,Male,No,children,Urban
13800,Female,Yes,Self-employed,Urban
13801,Male,No,children,Urban
13802,Male,Yes,Private,Urban
13803,Male,Yes,Private,Rural
13804,Female,No,children,Urban
13805,Female,Yes,Self-employed,Rural
13806,Male,Yes,Govt_job,Urban
13807,Female,Yes,Govt_job,Urban
13808,Female,No,Govt_job,Rural
13809,Male,Yes,Govt_job,Urban
13810,Female,Yes,Self-employed,Rural
13811,Male,Yes,Self-employed,Urban
13812,Female,Yes,Self-employed,Urban
13813,Female,Yes,Private,Rural
13814,Male,Yes,Self-employed,Urban
13815,Male,Yes,Private,Rural
13816,Male,No,Private,Urban
13817,Female,No,Private,Rural
13818,Female,Yes,Private,Rural
13819,Female,Yes,Govt_job,Urban
13820,Female,No,Self-employed,Urban
13821,Female,Yes,Private,Urban
13822,Female,No,Self-employed,Urban
13823,Male,Yes,Govt_job,Urban
13824,Female,Yes,Self-employed,Urban
13825,Male,Yes,Private,Urban
13826,Male,Yes,Private,Rural
13827,Male,Yes,Self-employed,Rural
13828,Female,Yes,Private,Urban
13829,Female,Yes,Private,Urban
13830,Male,Yes,Private,Rural
13831,Male,No,Private,Urban
13832,Female,No,Private,Rural
13833,Female,Yes,Self-employed,Rural
13834,Female,Yes,Govt_job,Urban
13835,Female,Yes,Govt_job,Rural
13836,Female,Yes,Private,Urban
13837,Female,Yes,Private,Rural
13838,Male,Yes,Self-employed,Urban
13839,Male,Yes,Private,Urban
13840,Male,Yes,Private,Urban
13841,Female,Yes,Private,Rural
13842,Male,Yes,Private,Urban
13843,Male,Yes,Govt_job,Rural
13844,Female,No,children,Rural
13845,Female,Yes,Self-employed,Rural
13846,Female,Yes,Private,Urban
13847,Male,No,children,Urban
13848,Male,Yes,Private,Rural
13849,Male,No,children,Urban
13850,Female,Yes,Private,Urban
13851,Male,Yes,Self-employed,Urban
13852,Male,No,Private,Urban
13853,Female,Yes,Private,Rural
13854,Female,Yes,Self-employed,Urban
13855,Male,Yes,Private,Rural
13856,Male,No,Private,Urban
13857,Female,Yes,Private,Rural
13858,Female,Yes,Private,Rural
13859,Female,Yes,Private,Rural
13860,Male,Yes,Self-employed,Rural
13861,Male,Yes,Private,Rural
13862,Male,Yes,Private,Urban
13863,Male,No,Govt_job,Urban
13864,Male,No,Govt_job,Urban
13865,Female,Yes,Self-employed,Urban
13866,Male,Yes,Private,Rural
13867,Male,No,children,Urban
13868,Male,Yes,Self-employed,Rural
13869,Male,Yes,Self-employed,Urban
13870,Female,Yes,Private,Rural
13871,Female,Yes,Private,Urban
13872,Female,No,children,Rural
13873,Male,No,Private,Rural
13874,Female,No,Private,Urban
13875,Male,Yes,Private,Rural
13876,Female,Yes,Self-employed,Urban
13877,Female,Yes,Private,Rural
13878,Male,Yes,Private,Rural
13879,Male,Yes,Private,Rural
13880,Female,Yes,Private,Urban
13881,Female,Yes,Private,Urban
13882,Female,Yes,Private,Rural
13883,Female,No,children,Urban
13884,Male,Yes,Private,Urban
13885,Male,No,children,Urban
13886,Male,No,children,Urban
13887,Female,Yes,Self-employed,Urban
13888,Female,Yes,Private,Rural
13889,Male,Yes,Private,Rural
13890,Male,Yes,Govt_job,Urban
13891,Female,Yes,Govt_job,Urban
13892,Male,Yes,Self-employed,Urban
13893,Male,Yes,Private,Urban
13894,Female,Yes,Private,Urban
13895,Female,No,Private,Rural
13896,Female,Yes,Self-employed,Rural
13897,Female,Yes,Private,Rural
13898,Female,Yes,Private,Urban
13899,Female,No,Private,Rural
13900,Female,Yes,Private,Urban
13901,Female,Yes,Private,Urban
13902,Female,No,children,Urban
13903,Female,Yes,Private,Rural
13904,Female,No,Private,Rural
13905,Female,No,Private,Urban
13906,Female,Yes,Private,Urban
13907,Male,No,Private,Rural
13908,Female,No,children,Rural
13909,Male,Yes,Private,Rural
13910,Male,Yes,Self-employed,Urban
13911,Female,Yes,Private,Rural
13912,Female,Yes,Self-employed,Rural
13913,Male,Yes,Private,Rural
13914,Female,No,children,Rural
13915,Female,Yes,Private,Rural
13916,Male,Yes,Private,Urban
13917,Female,No,children,Rural
13918,Male,Yes,Private,Rural
13919,Female,Yes,Govt_job,Urban
13920,Female,No,children,Urban
13921,Female,No,Self-employed,Urban
13922,Male,Yes,Private,Urban
13923,Female,No,Private,Rural
13924,Male,Yes,Self-employed,Rural
13925,Female,No,children,Rural
13926,Female,No,Private,Urban
13927,Male,Yes,Self-employed,Rural
13928,Female,No,children,Urban
13929,Female,Yes,Govt_job,Urban
13930,Male,Yes,Private,Urban
13931,Male,Yes,Private,Rural
13932,Female,Yes,Private,Rural
13933,Female,Yes,Private,Urban
13934,Female,Yes,Self-employed,Rural
13935,Female,No,children,Rural
13936,Male,Yes,Self-employed,Rural
13937,Female,No,Private,Urban
13938,Female,Yes,Govt_job,Urban
13939,Male,No,children,Rural
13940,Female,No,children,Rural
13941,Female,No,Private,Rural
13942,Male,No,Private,Rural
13943,Female,Yes,Private,Urban
13944,Female,Yes,Self-employed,Urban
13945,Female,Yes,Private,Rural
13946,Female,Yes,Self-employed,Urban
13947,Female,Yes,Private,Urban
13948,Male,Yes,Self-employed,Rural
13949,Male,Yes,Govt_job,Urban
13950,Male,No,Private,Rural
13951,Male,No,children,Rural
13952,Female,No,Private,Urban
13953,Female,No,children,Rural
13954,Male,No,Private,Rural
13955,Male,No,Govt_job,Rural
13956,Female,Yes,Self-employed,Urban
13957,Female,Yes,Private,Urban
13958,Female,No,Private,Urban
13959,Male,No,children,Urban
13960,Female,Yes,Self-employed,Rural
13961,Female,No,children,Urban
13962,Female,No,children,Rural
13963,Female,No,Self-employed,Urban
13964,Female,Yes,Self-employed,Urban
13965,Female,Yes,Private,Rural
13966,Male,Yes,Private,Urban
13967,Male,No,Private,Rural
13968,Female,No,children,Urban
13969,Male,Yes,Private,Urban
13970,Male,Yes,Self-employed,Urban
13971,Female,Yes,Private,Rural
13972,Male,No,Private,Urban
13973,Male,Yes,Private,Rural
13974,Female,Yes,Self-employed,Urban
13975,Male,No,Private,Rural
13976,Male,Yes,Private,Rural
13977,Male,Yes,Private,Urban
13978,Female,No,Private,Urban
13979,Female,No,Govt_job,Rural
13980,Female,Yes,Self-employed,Urban
13981,Female,No,children,Urban
13982,Female,No,Self-employed,Rural
13983,Female,No,children,Rural
13984,Female,Yes,Self-employed,Urban
13985,Female,Yes,Govt_job,Urban
13986,Female,No,Private,Rural
13987,Female,Yes,Private,Urban
13988,Female,Yes,Private,Urban
13989,Male,Yes,Private,Urban
13990,Female,Yes,Private,Urban
13991,Male,Yes,Govt_job,Rural
13992,Female,Yes,Govt_job,Rural
13993,Male,Yes,Private,Rural
13994,Female,Yes,Private,Rural
13995,Female,Yes,Govt_job,Rural
13996,Male,Yes,Self-employed,Rural
13997,Male,No,children,Urban
13998,Female,No,children,Urban
13999,Female,Yes,Govt_job,Rural
14000,Female,Yes,Private,Rural
14001,Female,No,Govt_job,Rural
14002,Female,No,Private,Rural
14003,Female,Yes,Self-employed,Rural
14004,Male,Yes,Private,Urban
14005,Female,Yes,Private,Rural
14006,Male,No,Private,Urban
14007,Male,No,children,Rural
14008,Female,Yes,Self-employed,Urban
14009,Female,Yes,Govt_job,Urban
14010,Female,No,Govt_job,Urban
14011,Male,Yes,Private,Urban
14012,Female,Yes,Private,Urban
14013,Male,Yes,Private,Urban
14014,Female,Yes,Govt_job,Rural
14015,Female,Yes,Private,Rural
14016,Male,Yes,Private,Rural
14017,Male,Yes,Private,Urban
14018,Female,Yes,Self-employed,Urban
14019,Female,Yes,Private,Urban
14020,Male,No,Private,Urban
14021,Female,Yes,Private,Urban
14022,Female,Yes,Private,Urban
14023,Female,No,Private,Urban
14024,Male,Yes,Self-employed,Rural
14025,Male,Yes,Self-employed,Urban
14026,Male,No,children,Urban
14027,Male,No,children,Rural
14028,Female,No,Self-employed,Rural
14029,Male,Yes,Govt_job,Rural
14030,Female,Yes,Self-employed,Rural
14031,Female,Yes,Private,Rural
14032,Female,No,children,Rural
14033,Female,No,Private,Urban
14034,Female,Yes,Self-employed,Urban
14035,Male,Yes,Private,Urban
14036,Female,No,children,Urban
14037,Female,No,Private,Urban
14038,Female,Yes,Private,Rural
14039,Male,Yes,Private,Urban
14040,Male,Yes,Private,Rural
14041,Male,No,Private,Urban
14042,Male,Yes,Govt_job,Rural
14043,Female,Yes,Private,Rural
14044,Female,Yes,Govt_job,Rural
14045,Female,No,Private,Urban
14046,Male,No,children,Urban
14047,Female,Yes,Private,Urban
14048,Female,Yes,Private,Rural
14049,Female,Yes,Private,Urban
14050,Female,No,Private,Urban
14051,Female,Yes,Private,Urban
14052,Female,Yes,Self-employed,Rural
14053,Female,Yes,Private,Rural
14054,Female,Yes,Self-employed,Urban
14055,Male,No,Govt_job,Rural
14056,Female,Yes,Private,Urban
14057,Female,No,Private,Rural
14058,Female,Yes,Self-employed,Rural
14059,Female,Yes,Private,Urban
14060,Male,Yes,Govt_job,Urban
14061,Female,No,Private,Urban
14062,Female,No,Private,Rural
14063,Female,Yes,Private,Rural
14064,Female,No,Private,Urban
14065,Female,Yes,Govt_job,Urban
14066,Male,No,Private,Urban
14067,Male,No,children,Urban
14068,Male,Yes,Private,Urban
14069,Male,Yes,Self-employed,Rural
14070,Female,Yes,Govt_job,Urban
14071,Female,Yes,Private,Urban
14072,Female,Yes,Govt_job,Rural
14073,Female,No,children,Urban
14074,Female,Yes,Govt_job,Rural
14075,Female,No,Private,Rural
14076,Male,No,children,Rural
14077,Female,Yes,Private,Rural
14078,Female,Yes,Govt_job,Urban
14079,Female,Yes,Self-employed,Urban
14080,Female,Yes,Govt_job,Rural
14081,Female,No,children,Rural
14082,Female,No,children,Urban
14083,Male,Yes,Private,Urban
14084,Female,No,Self-employed,Urban
14085,Female,No,Private,Rural
14086,Male,No,children,Rural
14087,Female,Yes,Private,Urban
14088,Female,No,Private,Rural
14089,Female,No,Private,Rural
14090,Female,Yes,Govt_job,Urban
14091,Female,Yes,Self-employed,Urban
14092,Female,Yes,Private,Urban
14093,Female,Yes,Private,Rural
14094,Male,No,Private,Urban
